timestamp,cpu_usage,memory_usage,disk_usage,network_sent,network_recv
1745388155.0007882,2.773899565940066,70.5463970304651,74.40000000000002,30.364613680175047,341.1925217918605
1745388159.2358327,3.9760570456653292,70.43959613904455,74.4,30.592371817016524,341.1249929298991
1745388161.2563107,1.6716545363126705,70.2383970747605,74.4,30.52018433669833,341.16653474865865
1745388164.9164066,2.1880539063966697,70.46374059312076,74.40000000000003,30.013851328887654,341.2873005543157
1745388166.1484013,2.099163196242998,70.59599764004945,74.40000000000003,30.191316655183368,341.1957263344948
1745388170.9892657,0.6213662621506586,70.85724218577651,74.40000000000003,30.174587380684066,341.2473846418195
1745388174.6700935,3.0484402298089033,70.71600413582098,74.4,29.488113807408364,341.2154191514864
1745388176.937498,3.0000748872010803,70.65986697693182,74.40000000000005,29.790698348250015,341.18214713651344
1745388181.0296643,2.6470530171958107,70.552304436413,74.39999999999999,30.130929540876675,341.1406606042336
1745388182.0928621,2.3164327535562106,70.52438504138948,74.40000000000003,30.129111765651874,341.18113843948834
1745388184.5978072,0.6877718146204423,70.82773200111099,74.39999999999999,30.3511496234563,341.21993473742583
1745388189.1804383,2.0598017305621505,70.64395130314774,74.4,30.335374339854972,341.2463412187071
1745388191.2332363,2.1672920946966583,70.29263077031861,74.40000000000005,29.61136499116802,341.21588760073337
1745388194.9048936,1.5334148128603888,70.51060061180296,74.40000000000003,30.35318188670216,341.25095279073156
1745388197.3453083,2.4175377836641982,70.48243254838303,74.4,30.24300585106278,341.1066292603232
1745388199.9147658,3.1973094367185992,70.53001353395389,74.4,30.38713344578707,341.2653995915942
1745388203.898514,5.241625969655363,70.69919219003178,74.40000000000002,30.53084187482961,341.1326990719354
1745388208.5393379,2.8807960802259496,70.59694512937874,74.40000000000003,30.138837270455404,341.2731718383942
1745388210.206212,2.9952405860786047,70.60160931311019,74.40000000000003,30.58875481950116,341.24116950620015
1745388212.3137805,2.5373163633193663,70.81367294651169,74.40000000000002,29.896937176988786,341.0833462265028
1745388215.2649212,-0.006571061922058252,70.50710448189575,74.39999999999999,29.87868162754495,341.25677206190545
1745388218.7201855,2.6034292744524175,70.89767337384602,74.40000000000002,30.324075313558122,341.2739429776744
1745388221.5913339,2.7230758401066426,70.51094105982595,74.40000000000002,30.065642066608746,341.291422982139
1745388225.8134487,6.037562586634544,70.6269384321901,74.4,30.269915709720603,341.1566232580518
1745388229.8858283,2.374675526308756,70.57044230123144,74.40000000000002,30.830938900513768,341.21968411921915
1745388232.5068,3.05592580900546,70.6321580358034,74.40000000000002,30.312644184312795,341.2539440994574
1745388233.6692474,2.5921218765022584,70.68114544471692,74.40000000000002,30.25388780567805,341.25672975853445
1745388235.447233,1.0280363378363127,70.67950475330726,74.4,29.90347628988375,341.23499085973947
1745388238.3950436,4.216301419201973,70.49846289734951,74.40000000000002,29.63427859745016,341.17937031836425
1745388243.1050985,3.677145121286365,70.44205896036844,74.4,30.16162892890614,341.27346712647875
1745388246.3753765,3.7310744560933564,70.99513364952941,74.4,30.530843384512217,341.2738580077724
1745388249.496956,1.385677179882222,70.53951284104238,74.40000000000002,30.080492582324023,341.1974873655545
1745388253.3928363,4.5748814488931995,70.71998183869883,74.40000000000005,30.31522593366313,341.1556283614826
1745388255.002016,0.7064195781504299,70.36812524856755,74.40000000000003,30.647376236630357,341.15933025548486
1745388256.58969,3.4494550249407476,70.57068495208361,74.40000000000003,30.63928145440752,341.2985365017517
1745388258.9712706,5.661306774601352,70.59393204205922,74.40000000000003,30.324089473201315,341.2709882618687
1745388263.9506812,1.2737481232930978,70.68545021474615,74.40000000000008,30.2402577722856,341.2064168121729
1745388268.4544485,1.8589026124382015,70.19808662288521,74.40000000000002,29.693041853139114,341.1945009901413
1745388272.174904,2.7774496433025124,70.6386741984057,74.40000000000003,29.98092973065893,341.0901313768913
1745388274.739524,1.9455534260979916,70.437967162782,74.40000000000003,30.09416122123644,341.2021355449809
1745388277.9582195,0.5011619088726031,70.66280468625483,74.40000000000003,29.908948893636374,341.12851775044385
1745388280.172436,2.7345692657853653,70.45526555050132,74.40000000000005,30.265645114074054,341.21832637037954
1745388283.8696642,1.1747589929935052,70.4828494548431,74.40000000000002,30.804583607697346,341.28659160789397
1745388286.5450468,3.2932284891865335,70.57159784056861,74.4,30.676949351906515,341.1425309363569
1745388288.0259104,1.3718333980876416,70.4528250830819,74.40000000000002,30.264163157942058,341.22362045724213
1745388289.8862622,4.777832541727755,70.54080167458528,74.40000000000002,30.43770311752948,341.2741214104002
1745388293.3210332,1.559654682578092,70.43131176876234,74.40000000000002,29.949041249466198,341.2224037292547
1745388297.099292,2.1957788848652067,70.33372605242565,74.40000000000005,30.659557501503485,341.17289488714295
1745388298.483379,3.762088505757772,70.76859887519649,74.40000000000002,29.679000133660534,341.2084407395422
1745388302.7167428,0.9422624818150156,70.41565141532693,74.40000000000002,30.480927882425895,341.2714253151489
1745388307.0141323,2.9537366643141727,70.58607974265497,74.40000000000002,30.34572673466727,341.22521632731724
1745388310.9064598,4.442948762052287,70.72816926030401,74.40000000000002,29.9402095683796,341.2075256349553
1745388314.640814,0.4227900600168346,70.51953799190427,74.39999999999999,30.11748193464505,341.2846556234665
1745388316.5682883,2.8946664360745333,70.48747357309566,74.4,29.817595723531383,341.2420017968887
1745388321.2467763,2.9984576823256797,70.64784066283529,74.40000000000003,29.831403846681685,341.12773366972806
1745388323.3210704,3.7183723309462673,70.7838479933955,74.40000000000003,29.669574706810412,341.2497509437104
1745388325.051089,0.9338674864769401,70.43498163587294,74.4,30.433840528551226,341.27091378490576
1745388328.605225,0.8186873636376657,70.5904317929961,74.4,30.575714468231475,341.125444478858
1745388331.0616424,3.3599167011480784,70.3490817999109,74.40000000000002,29.48462871914567,341.05683498167963
1745388335.7937548,3.0496324959152736,70.55335971582936,74.39999999999999,30.780817790375735,341.1384412583135
1745388338.6347532,2.9855060841323127,70.61855045803065,74.40000000000002,30.181245669064523,341.20093164069596
1745388340.2896273,3.117857807329316,70.4829803309399,74.39999999999999,30.27906027188941,341.2749202124021
1745388345.119742,1.7020383841641333,70.54362991653731,74.40000000000003,29.708018962488666,341.14848437770365
1745388348.1814775,2.9603487258041463,70.39854127336805,74.4,30.613134639039547,341.244676030382
1745388351.2557132,3.0442363783101323,70.62508987289817,74.40000000000005,30.250025451344463,341.0153508042346
1745388353.798924,1.6546913942020316,70.77435480197337,74.40000000000003,30.554159866593615,341.2197437123759
1745388358.142899,5.213472433761684,70.44598969438978,74.4,30.58074138482129,341.18069377147174
1745388360.2934735,3.2935601986689687,70.51835931747878,74.4,30.61768694396273,341.3473470718949
1745388361.3483124,0.9968289244053001,70.68998501041615,74.40000000000002,29.975069135222878,341.0818896726547
1745388364.337424,3.545587788349215,70.7982094259679,74.40000000000002,30.117749184679614,341.20678521575934
1745388369.0409718,1.2956165308079937,70.38558214801179,74.40000000000002,29.98692202741151,341.0814815727397
1745388371.1340384,3.7256298650615913,70.58758916893014,74.4,30.475182136886758,341.17118369451043
1745388373.1992602,4.23805687484943,70.6565183188302,74.40000000000003,30.293005582761975,341.0945902819983
1745388377.1516597,1.5080286333969022,70.5977670176879,74.40000000000002,30.531580447175592,341.3607965973765
1745388381.253793,3.9687896780373286,70.23555662710753,74.40000000000002,30.545706543611686,341.1840990641618
1745388383.9960194,3.209350867593269,70.68976289549596,74.4,29.62543894084136,341.19371231883906
1745388388.3305924,3.773871830707738,70.84507256168438,74.40000000000002,30.622837758655955,341.2049072280238
1745388390.0183246,5.25625637195438,70.63112735516047,74.4,30.4932519569512,341.13243163445634
1745388392.486426,2.301534902350745,70.45606221889773,74.40000000000002,30.065493871718747,341.2779435384094
1745388395.1035378,1.600367809873692,70.53506777216708,74.40000000000002,30.298482972540295,341.25033508145424
1745388397.3547213,1.4130881462894378,70.88329217967602,74.40000000000002,30.145063144148928,341.2688104199677
1745388399.2256715,1.5147486542467128,70.75212683807374,74.40000000000005,30.384762296138604,341.1267319261223
1745388401.5782697,2.533653213403929,70.71095442596501,74.40000000000002,30.064790223825437,341.2832701663378
1745388402.6502824,3.1105526834404684,70.66769573769729,74.40000000000003,30.340327460145346,341.27558892610466
1745388406.4636827,3.021641050672519,70.51249232857265,74.40000000000002,30.206946276938186,341.1922912319542
1745388410.1995196,3.780938133921412,70.58274089038856,74.40000000000002,30.04508951109226,341.2672859790926
1745388413.000392,2.657933576718236,70.6014480423481,74.40000000000002,30.24674817934149,341.22588775694237
1745388415.2920544,4.644867070888699,70.69715804261175,74.40000000000002,31.06213600720217,341.10171818164224
1745388418.0284286,2.274957461002799,70.84348362227409,74.40000000000002,29.962996819722612,341.19558973112305
1745388422.7745118,6.391943401291197,70.78390966205076,74.4,30.104145552885683,341.17572015442596
1745388426.1887712,3.5029862089766244,70.39683944433393,74.4,29.968642933871134,341.2134318710335
1745388430.1142004,1.457718148869767,70.64749852737371,74.40000000000003,30.002633237191056,341.2756744039071
1745388432.0322673,1.162912438335566,70.72570935129932,74.40000000000003,30.449478752635443,341.0985690401324
1745388433.4112992,3.305476697887222,70.70772600370012,74.40000000000003,30.41710997488259,341.17824337145123
1745388434.744039,2.331776624360228,70.51735843832395,74.40000000000002,30.183236796668332,341.15308182951287
1745388437.6321144,3.624824574600302,71.05781254329108,74.40000000000003,30.5176959730736,341.15593857394566
1745388441.49886,3.2927391033505176,70.41854394992838,74.40000000000003,30.442242639446164,341.1529972425719
1745388445.5953412,2.5395467040718094,70.44811826781542,74.40000000000003,30.132534336606618,341.212284484883
1745388449.4769804,1.4720130447089546,70.64896280000099,74.4,29.688106204606978,341.2425510851536
1745388454.1280305,0.5505633875887996,70.9362021346862,74.4,30.45401809020497,341.23092016049327
1745388455.3360403,2.024119617058192,70.48579136455582,74.40000000000002,30.240114593578017,341.2201003545121
1745388459.7573981,3.821235286650996,70.57278743295738,74.40000000000002,30.192338043618015,341.2491078239646
1745388463.4001045,2.935300608658149,70.77764928898917,74.40000000000002,30.034119488076936,341.36608736556167
1745388465.102185,0.9217460590581954,70.61060887933904,74.39999999999999,30.426431412986997,341.2167892392902
1745388468.831708,2.8788693467882656,70.56229734054838,74.40000000000005,30.29806285259645,341.2756752097932
1745388471.8787463,3.1714702548771774,70.69960740432431,74.40000000000002,30.108395490065277,341.2718866077155
1745388474.3149111,1.4208908665799553,70.65489957949221,74.40000000000002,29.78804285281967,341.32600738754235
1745388476.3067439,2.8520338337590343,70.77050267169282,74.40000000000003,30.531186493944638,341.2450351411207
1745388479.1633613,2.7202875864315814,70.81031670938205,74.39999999999999,30.38114912392236,341.15158655993315
1745388481.119892,1.0634951562979733,70.66015947040032,74.4,30.267897061122415,341.2280303619628
1745388482.4512804,3.1334979567491947,70.65783033797314,74.40000000000002,29.32424084283341,341.2244554058068
1745388486.8357606,3.4134929978238864,70.64599095636778,74.40000000000002,30.17285761261321,341.2619751837332
1745388490.2071085,4.133858181690345,70.68793876068287,74.40000000000002,30.106977609369036,341.1496521474904
1745388492.661787,4.09351462106179,70.62174832389073,74.40000000000003,29.984720638945536,341.2919845785101
1745388495.448507,0.7397735149141047,70.61324052358535,74.40000000000003,30.429537748803853,341.2080982148585
1745388499.9078164,1.3464530716349947,70.79585081565736,74.40000000000003,30.416778670093723,341.26358472655096
1745388502.1871905,3.3503908080314293,70.84458139994729,74.40000000000002,30.326684638988535,341.2283490714839
1745388504.7078826,3.348667619601766,70.3833913880643,74.4,30.521452977377436,341.2159044908878
1745388508.7722044,3.3504079377566933,70.61486182567135,74.39999999999999,29.853873144352868,341.22330579788877
1745388510.5742948,7.954092472944195,70.50828910368548,74.39999999999999,30.03813560416552,341.25245025181624
1745388514.211345,3.4274322342755004,70.56590190866494,74.40000000000002,30.20937233662623,341.3380381020468
1745388516.9486403,4.206291561105467,70.67472776767032,74.40000000000002,29.983584453141745,341.0735554021368
1745388519.9492745,3.955859566868802,70.71544050107039,74.40000000000002,30.420767315625657,341.2436704376632
1745388524.096795,3.5384673221848626,70.59623106660904,74.40000000000002,30.01592383330002,341.2106745486481
1745388529.0693245,2.2051475001676395,70.32149801166584,74.40000000000005,30.605858122245817,341.19596884662394
1745388533.3953722,3.6868501715218676,70.46613819908553,74.4,29.88340568757911,341.0505463359376
1745388535.037548,1.5740381842240232,70.75007339200435,74.40000000000003,30.87598068971078,341.24634482652067
1745388536.9357555,2.313354870801975,70.19534537172142,74.40000000000002,30.84270641989068,341.19943688988764
1745388539.5754774,1.9705355479829156,70.79444757551961,74.40000000000002,30.154433167158356,341.15224428325917
1745388543.4523835,2.752929423941689,70.69283477864441,74.40000000000003,30.55653967069689,341.21057557975115
1745388546.4898682,5.832620533362219,70.81408521377699,74.40000000000003,30.055382853956992,341.1882736554442
1745388551.0970707,0.06447146160807415,70.58304624771922,74.40000000000002,30.513480209410858,341.09184714754696
1745388552.2917726,3.5865622301985853,70.29891414502202,74.40000000000003,30.128113113877795,341.21361582545177
1745388554.3258407,0.4155726572499381,70.67897508960556,74.40000000000002,29.76860531458266,341.2463359028591
1745388556.202927,1.9890619364943196,70.80775185768961,74.40000000000002,29.040369162094414,341.1712152458227
1745388560.1796107,4.141995190889615,70.75437801872852,74.40000000000002,30.098063405116097,341.2251587863512
1745388563.038697,2.728661762820606,70.51225524558264,74.4,30.275563675381797,341.2149413716429
1745388564.0987492,1.153461053270606,70.6265667063545,74.40000000000002,30.61620997945481,341.2772952077491
1745388568.192496,1.6533778939778914,70.53206162172326,74.4,30.197004700250297,341.2008523027819
1745388570.6397088,3.5773726902597778,70.4883733940224,74.40000000000003,30.51011787246986,341.26103787622986
1745388572.6815503,1.632601527121197,70.75905551664165,74.40000000000002,30.038042446310516,341.18690585160886
1745388574.412421,2.938562452221713,70.43067778537724,74.4,30.07584556433732,341.33861463557014
1745388579.1964698,2.702857474495302,70.47700254011443,74.4,30.526684496972347,341.17869146573656
1745388583.9646218,1.7412442702069906,70.44494004227764,74.39999999999998,29.386488399933725,341.1621842119104
1745388585.2708333,5.597153171751608,70.38603092537507,74.4,30.189344050071007,341.2010651826404
1745388587.2019029,3.5143677863685796,70.63566540943143,74.40000000000002,30.05553408607941,341.1593225680998
1745388590.78638,-0.1532896446326446,70.79049345985132,74.40000000000002,30.62602664150579,341.1246901473885
1745388594.4680786,2.8971774007785327,70.58513470779423,74.40000000000005,30.01396487829277,341.2561494104159
1745388597.1387656,1.7271945061179426,70.383666720576,74.40000000000003,30.352529998264686,341.0040247316705
1745388600.412805,3.815765707814103,70.74144722948131,74.40000000000003,30.48374338719388,341.1600200590455
1745388604.2233274,1.5468720462422636,70.87044771319376,74.39999999999999,29.70147885048574,341.1184967071048
1745388609.0253642,2.4817434328214665,70.51476418015139,74.40000000000002,30.139975507530593,341.21720684623625
1745388612.925802,3.3365315658960144,70.54034107167008,74.40000000000002,30.04527015241098,341.0621314993047
1745388614.3668845,3.83414061735456,70.69198530293883,74.4,30.491771844655986,341.2441924738628
1745388618.2382708,0.9844249573299175,70.86071224355602,74.4,30.40388902057569,341.25139245699273
1745388619.5091763,2.1786207152290182,70.53404479152069,74.39999999999999,30.10957045628331,341.0991493069073
1745388622.519205,1.9849054757066211,70.41009928062115,74.4,29.845736698319794,341.2204285934634
1745388625.626786,1.7388596102282816,70.70964147502889,74.40000000000003,30.521535860244104,341.2420777228894
1745388629.7398448,5.075100165262459,70.7352124804603,74.40000000000002,30.16321471900857,341.27029792433774
1745388630.7860794,3.198593368657506,70.61426854270385,74.4,29.660721155212407,341.11003775791886
1745388635.2850878,0.900856239984344,70.52820315737377,74.40000000000002,29.688587188210203,341.10068080651337
1745388638.9406266,3.9060117311255462,70.76500255367638,74.40000000000003,30.326946692760018,341.3077049509213
1745388640.06539,5.567101019188928,70.69387287689632,74.40000000000002,29.771727002123324,341.1530783523945
1745388641.705511,4.064084674205738,70.4961264662713,74.40000000000003,30.7877334038357,341.1726673105912
1745388642.8635814,0.5443251471641966,70.62082158643851,74.4,29.8814903365099,341.24986281990306
1745388646.9273398,1.9720934386412785,70.40716196107408,74.4,30.1850199062907,341.1299754621392
1745388648.61096,4.387457101049524,70.71794988186399,74.40000000000002,30.23669513153308,341.19006573859554
1745388649.79336,1.6639078457195744,70.57333573505765,74.40000000000005,29.94879063067458,341.26706800994134
1745388651.345311,3.2521624328555205,70.54687583561824,74.40000000000003,29.459347537913864,341.11321918228
1745388654.583539,3.7084567566154343,70.6083190994435,74.40000000000003,30.24699407652023,341.1744899279189
1745388657.565485,1.3614800060933838,70.61948133020886,74.40000000000002,29.941058352649257,341.13280102737593
1745388659.5505145,2.557896368494764,70.74983398491484,74.40000000000003,30.22289968371889,341.15626823582
1745388664.3222556,-1.8306968073017331,70.7034903703295,74.40000000000003,30.14549687539115,341.28661830429087
1745388668.741491,1.2270568277607836,70.58947675572404,74.39999999999999,30.270453186326883,341.30121363029133
1745388670.9993348,2.2916314423988737,70.72981305002352,74.4,30.69124219475962,341.22490077789854
